frame_number,apex x,apex y,ruler 0 mm x,ruler 0 mm y,ruler 20 mm x,ruler 20 mm y
1922,296,150,359,346,377,340
1923,296,150,359,346,377,340
1924,296,150,359,346,377,340
1925,296,150,359,346,377,340
1926,296,150,359,346,377,340
1927,296,150,359,346,377,340
1928,296,150,359,346,377,340
1929,296,150,359,346,377,340
1930,296,150,359,346,377,340
1931,296,150,359,346,377,340
1932,296,150,359,346,377,340
1933,296,150,359,346,377,340
1934,296,150,359,346,377,340
1935,296,150,359,346,377,340
1936,296,150,359,346,377,340
1937,296,150,359,346,377,340
1938,296,150,359,346,377,340
1939,296,150,359,346,377,340
1940,296,150,359,346,377,340
1941,296,150,359,346,377,340
1942,296,150,359,346,377,340
1943,296,150,359,346,377,340
1944,296,150,359,346,377,340
1945,296,150,359,346,377,340
1946,296,150,359,346,377,340
1947,296,150,359,346,377,340
1948,296,150,359,346,377,340
1949,296,150,359,346,377,340
1950,296,150,359,346,377,340
1951,296,150,359,346,377,340
1952,296,150,359,346,377,340
1953,296,150,359,346,377,340
1954,296,150,359,346,377,340
1955,296,150,359,346,377,340
1956,296,150,359,346,377,340
1957,296,150,359,346,377,340
1958,296,150,359,346,377,340
1959,296,150,359,346,377,340
1960,296,150,359,346,377,340
1961,296,150,359,346,377,340
1962,296,150,359,346,377,340
1963,296,150,359,346,377,340
1964,296,150,359,346,377,340
1965,296,150,359,346,377,340
1966,296,150,359,346,377,340
1967,296,150,359,346,377,340
1968,296,150,359,346,377,340
1969,296,150,359,346,377,340
1970,296,150,359,346,377,340
1971,296,150,359,346,377,340
1972,296,150,359,346,377,340
1973,296,150,359,346,377,340
1974,296,150,359,346,377,340
1975,296,150,359,346,377,340
1976,296,150,359,346,377,340
1977,296,150,359,346,377,340
1978,296,150,359,346,377,340
1979,296,150,359,346,377,340
1980,296,150,359,346,377,340
1981,296,150,359,346,377,340
1982,296,150,359,346,377,340
1983,296,150,359,346,377,340
1984,296,150,359,346,377,340
1985,296,150,359,346,377,340
1986,296,150,359,346,377,340
1987,296,150,359,346,377,340
1988,296,150,359,346,377,340
1989,296,150,359,346,377,340
1990,296,150,359,346,377,340
1991,296,150,359,346,377,340
1992,296,150,359,346,377,340
1993,296,150,359,346,377,340
1994,296,150,359,346,377,340
1995,296,150,359,346,377,340
1996,296,150,359,346,377,340
1997,296,150,359,346,377,340
1998,296,150,359,346,377,340
1999,296,150,359,346,377,340
2000,296,150,359,346,377,340
2001,296,150,359,346,377,340
2002,296,150,359,346,377,340
2003,296,150,359,346,377,340
2004,296,150,359,346,377,340
2005,296,150,359,346,377,340
2006,296,150,359,346,377,340
2007,296,150,359,346,377,340
2008,296,150,359,346,377,340
2009,296,150,359,346,377,340
2010,296,150,359,346,377,340
2011,296,150,359,346,377,340
2012,296,150,359,346,377,340
2013,296,150,359,346,377,340
2014,296,150,359,346,377,340
2015,296,150,359,346,377,340
2016,296,150,359,346,377,340
2017,296,150,359,346,377,340
2018,296,150,359,346,377,340
2019,296,150,359,346,377,340
2020,296,150,359,346,377,340
2021,296,150,359,346,377,340
2022,296,150,359,346,377,340
2023,296,150,359,346,377,340
2024,296,150,359,346,377,340
2025,296,150,359,346,377,340
2026,296,150,359,346,377,340
2027,296,150,359,346,377,340
2028,296,150,359,346,377,340
2029,296,150,359,346,377,340
2030,296,150,359,346,377,340
2031,296,150,359,346,377,340
2032,296,150,359,346,377,340
2033,296,150,359,346,377,340
2034,296,150,359,346,377,340
2035,296,150,359,346,377,340
2036,296,150,359,346,377,340
2037,296,150,359,346,377,340
2038,296,150,359,346,377,340
2039,296,150,359,346,377,340
2040,296,150,359,346,377,340
2041,296,150,359,346,377,340
2042,296,150,359,346,377,340
2043,296,150,359,346,377,340
2044,296,150,359,346,377,340
2045,296,150,359,346,377,340
2046,296,150,359,346,377,340
2047,296,150,359,346,377,340
2048,296,150,359,346,377,340
2049,296,150,359,346,377,340
2050,296,150,359,346,377,340
2051,296,150,359,346,377,340
2052,296,150,359,346,377,340
2054,299,177,359,346,377,340
2055,298,177,359,346,377,340
2056,298,177,359,346,377,340
2057,298,177,359,346,377,340
2058,298,177,359,346,377,340
2059,298,177,359,346,377,340
2060,298,177,359,346,377,340
2061,298,177,359,346,377,340
2062,298,177,359,346,377,340
2063,298,177,359,346,377,340
2064,298,177,359,346,377,340
2065,298,177,359,346,377,340
2066,298,177,359,346,377,340
2067,298,176,359,346,377,340
2068,298,176,359,346,377,340
2069,298,176,359,346,377,340
2070,298,176,359,346,377,340
2071,298,176,359,346,377,340
2072,298,176,359,346,377,340
2073,298,176,359,346,377,340
2074,298,176,359,346,377,340
2075,298,176,359,346,377,340
2076,298,176,359,346,377,340
2077,298,176,359,346,377,340
2078,298,176,359,346,377,340
2079,298,176,359,346,377,340
2080,298,176,359,346,377,340
2081,298,176,359,346,377,340
2082,298,176,359,346,377,340
2083,298,176,359,346,377,340
2084,298,176,359,346,377,340
2085,298,176,359,346,377,340
2086,298,176,359,346,377,340
2087,298,176,359,346,377,340
2088,298,176,359,346,377,340
2089,298,175,359,346,377,340
2090,298,175,359,346,377,340
2091,298,175,359,346,377,340
2092,298,175,359,346,377,340
2093,298,175,359,346,377,340
2094,298,175,359,346,377,340
2095,298,175,359,346,377,340
2096,298,175,359,346,377,340
2097,298,175,359,346,377,340
2098,298,174,359,346,377,340
2099,298,174,359,346,377,340
2100,298,174,359,346,377,340
2101,298,174,359,346,377,340
2102,298,174,359,346,377,340
2103,298,174,359,346,377,340
2104,298,174,359,346,377,340
2105,298,173,359,346,377,340
2106,298,173,359,346,377,340
2107,298,173,359,346,377,340
2108,298,173,359,346,377,340
2109,298,173,359,346,377,340
2110,298,173,359,346,377,340
2111,298,173,359,346,377,340
2112,298,173,359,346,377,340
2113,298,173,359,346,377,340
2114,298,173,359,346,377,340
2115,298,173,359,346,377,340
2116,298,173,359,346,377,340
2117,298,173,359,346,377,340
2118,298,173,359,346,377,340
2119,298,173,359,346,377,340
2120,298,173,359,346,377,340
2121,298,173,359,346,377,340
2122,298,173,359,346,377,340
2123,298,173,359,346,377,340
2124,298,173,359,346,377,340
2125,298,173,359,346,377,340
2126,298,173,359,346,377,340
2127,298,173,359,346,377,340
2128,298,173,359,346,377,340
2129,298,173,359,346,377,340
2130,298,173,359,346,377,340
2131,298,173,359,346,377,340
2132,298,173,359,346,377,340
2133,298,172,359,346,377,340
2134,298,172,359,346,377,340
2135,298,172,359,346,377,340
2136,298,172,359,346,377,340
2137,298,172,359,346,377,340
2138,298,172,359,346,377,340
2139,298,172,359,346,377,340
2140,298,172,359,346,377,340
2141,298,172,359,346,377,340
2142,298,172,359,346,377,340
2143,298,172,359,346,377,340
2144,298,171,359,346,377,340
2145,298,171,359,346,377,340
2146,298,171,359,346,377,340
2147,298,171,359,346,377,340
2148,298,171,359,346,377,340
2149,298,171,359,346,377,340
2150,298,171,359,346,377,340
2151,298,171,359,346,377,340
2152,298,171,359,346,377,340
2153,298,171,359,346,377,340
2154,298,171,359,346,377,340
2155,298,171,359,346,377,340
2156,298,171,359,346,377,340
2157,298,171,359,346,377,340
2158,298,171,359,346,377,340
2159,298,171,359,346,377,340
2160,298,171,359,346,377,340
2161,298,171,359,346,377,340
2162,298,170,359,346,377,340
2163,298,170,359,346,377,340
2164,298,170,359,346,377,340
2165,298,170,359,346,377,340
2166,298,170,359,346,377,340
2167,298,170,359,346,377,340
2168,298,170,359,346,377,340
2169,298,170,359,346,377,340
2170,298,170,359,346,377,340
2171,298,170,359,346,377,340
2172,298,170,359,346,377,340
2173,298,170,359,346,377,340
2174,298,170,359,346,377,340
2175,298,170,359,346,377,340
2176,298,170,359,346,377,340
2177,298,170,359,346,377,340
2178,298,170,359,346,377,340
2179,297,170,359,346,377,340
2180,297,170,359,346,377,340
2181,297,170,359,346,377,340
2182,297,170,359,346,377,340
2183,297,170,359,346,377,340
2184,297,170,359,346,377,340
2185,297,170,359,346,377,340
2186,297,170,359,346,377,340
2187,297,170,359,346,377,340
2188,297,170,359,346,377,340
2189,297,169,359,346,377,340
2190,297,169,359,346,377,340
2191,297,169,359,346,377,340
2192,297,169,359,346,377,340
2193,297,169,359,346,377,340
2194,297,169,359,346,377,340
2195,297,169,359,346,377,340
2196,297,169,359,346,377,340
2197,297,169,359,346,377,340
2198,297,169,359,346,377,340
2199,297,169,359,346,377,340
2200,297,169,359,346,377,340
2201,297,169,359,346,377,340
2202,297,169,359,346,377,340
2203,297,169,359,346,377,340
2204,297,169,359,346,377,340
2205,297,169,359,346,377,340
2206,297,169,359,346,377,340
2207,297,169,359,346,377,340
2208,297,169,359,346,377,340
2209,297,169,359,346,377,340
2210,297,169,359,346,377,340
2211,297,169,359,346,377,340
2212,297,168,359,346,377,340
2213,297,168,359,346,377,340
2214,297,168,359,346,377,340
2215,297,168,359,346,377,340
2216,297,168,359,346,377,340
2217,297,168,359,346,377,340
2218,297,168,359,346,377,340
2219,297,168,359,346,377,340
2220,297,168,359,346,377,340
2221,297,168,359,346,377,340
2222,297,168,359,346,377,340
2223,297,168,359,346,377,340
2224,297,167,359,346,377,340
2225,297,167,359,346,377,340
2226,297,167,359,346,377,340
2227,297,167,359,346,377,340
2228,297,167,359,346,377,340
2229,297,167,359,346,377,340
2230,297,167,359,346,377,340
2231,297,167,359,346,377,340
2232,297,167,359,346,377,340
2233,297,166,359,346,377,340
2234,297,166,359,346,377,340
2235,297,166,359,346,377,340
2236,297,166,359,346,377,340
2237,297,166,359,346,377,340
2238,297,166,359,346,377,340
2239,297,166,359,346,377,340
2240,297,166,359,346,377,340
2241,297,166,359,346,377,340
2242,297,166,359,346,377,340
2243,297,166,359,346,377,340
2244,297,166,359,346,377,340
2245,297,166,359,346,377,340
2246,297,166,359,346,377,340
2247,297,166,359,346,377,340
2248,297,166,359,346,377,340
2249,297,166,359,346,377,340
2250,297,165,359,346,377,340
2251,297,165,359,346,377,340
2252,297,165,359,346,377,340
2253,297,165,359,346,377,340
2254,297,165,359,346,377,340
2255,297,165,359,346,377,340
2256,297,165,359,346,377,340
2257,297,165,359,346,377,340
2258,297,165,359,346,377,340
2259,297,165,359,346,377,340
2260,297,165,359,346,377,340
2261,297,165,359,346,377,340
2262,297,165,359,346,377,340
2263,297,165,359,346,377,340
2264,297,165,359,346,377,340
2265,297,164,359,346,377,340
2266,297,164,359,346,377,340
2267,297,164,359,346,377,340
2268,297,164,359,346,377,340
2269,297,164,359,346,377,340
2270,297,164,359,346,377,340
2271,297,164,359,346,377,340
2272,297,164,359,346,377,340
2273,297,163,359,346,377,340
2274,297,163,359,346,377,340
2275,297,163,359,346,377,340
2276,297,163,359,346,377,340
2277,297,163,359,346,377,340
2278,297,163,359,346,377,340
2279,297,163,359,346,377,340
2280,297,163,359,346,377,340
2281,297,163,359,346,377,340
2282,297,162,359,346,377,340
2283,297,162,359,346,377,340
2284,297,162,359,346,377,340
2285,297,162,359,346,377,340
2286,297,162,359,346,377,340
2287,297,162,359,346,377,340
2288,297,162,359,346,377,340
2289,297,162,359,346,377,340
2290,297,162,359,346,377,340
2291,297,162,359,346,377,340
2292,297,162,359,346,377,340
2293,297,162,359,346,377,340
2294,297,162,359,346,377,340
2295,297,162,359,346,377,340
2296,297,162,359,346,377,340
2297,297,162,359,346,377,340
2298,297,161,359,346,377,340
2299,297,161,359,346,377,340
2300,297,161,359,346,377,340
2301,297,161,359,346,377,340
2302,297,161,359,346,377,340
2303,297,161,359,346,377,340
2304,297,161,359,346,377,340
2305,297,161,359,346,377,340
2306,297,161,359,346,377,340
2307,297,161,359,346,377,340
2308,297,161,359,346,377,340
2309,297,161,359,346,377,340
2310,297,161,359,346,377,340
2311,297,161,359,346,377,340
2312,297,161,359,346,377,340
2313,297,161,359,346,377,340
2314,297,161,359,346,377,340
2315,297,160,359,346,377,340
2316,297,160,359,346,377,340
2317,297,160,359,346,377,340
2318,297,160,359,346,377,340
2319,297,160,359,346,377,340
2320,297,160,359,346,377,340
2321,297,160,359,346,377,340
2322,297,160,359,346,377,340
2323,297,160,359,346,377,340
2324,297,160,359,346,377,340
2325,297,160,359,346,377,340
2326,297,160,359,346,377,340
2327,297,160,359,346,377,340
2328,297,160,359,346,377,340
2329,297,160,359,346,377,340
2330,297,160,359,346,377,340
2331,297,160,359,346,377,340
2332,297,160,359,346,377,340
2333,297,160,359,346,377,340
2334,297,160,359,346,377,340
2335,297,160,359,346,377,340
2336,297,160,359,346,377,340
2337,297,160,359,346,377,340
2338,297,160,359,346,377,340
2339,297,160,359,346,377,340
2340,297,160,359,346,377,340
2341,297,160,359,346,377,340
2342,297,160,359,346,377,340
2343,297,160,359,346,377,340
2344,297,160,359,346,377,340
2345,297,160,359,346,377,340
2346,297,160,359,346,377,340
2347,297,159,359,346,377,340
2348,297,159,359,346,377,340
2349,297,159,359,346,377,340
2350,297,159,359,346,377,340
2351,297,159,359,346,377,340
2352,297,159,359,346,377,340
2353,297,159,359,346,377,340
2354,297,159,359,346,377,340
2355,297,159,359,346,377,340
2356,297,160,359,346,377,340
2357,297,160,359,346,377,340
2358,297,159,359,346,377,340
2359,297,159,359,346,377,340
2360,297,159,359,346,377,340
2361,297,159,359,346,377,340
2362,297,159,359,346,377,340
2363,297,159,359,346,377,340
2364,297,159,359,346,377,340
2365,297,159,359,346,377,340
2366,297,159,359,346,377,340
2367,297,159,359,346,377,340
2368,297,159,359,346,377,340
2369,297,159,359,346,377,340
2370,297,159,359,346,377,340
2371,297,159,359,346,377,340
2372,297,159,359,346,377,340
2373,297,159,359,346,377,340
2374,297,159,359,346,377,340
2375,297,159,359,346,377,340
2376,297,159,359,346,377,340
2377,297,159,359,346,377,340
2378,297,159,359,346,377,340
2379,297,159,359,346,377,340
2380,297,159,359,346,377,340
2381,297,159,359,346,377,340
2382,297,159,359,346,377,340
2383,297,159,359,346,377,340
2384,297,159,359,346,377,340
2385,297,159,359,346,377,340
2386,297,159,359,346,377,340
2387,297,159,359,346,377,340
2388,297,159,359,346,377,340
2389,297,159,359,346,377,340
2390,297,159,359,346,377,340
2391,297,159,359,346,377,340
2392,297,159,359,346,377,340
2393,297,159,359,346,377,340
2394,297,159,359,346,377,340
2395,297,159,359,346,377,340
2396,297,159,359,346,377,340
2397,297,159,359,346,377,340
2398,297,159,359,346,377,340
2399,297,159,359,346,377,340
2400,297,159,359,346,377,340
2401,297,159,359,346,377,340
2402,297,158,359,346,377,340
2403,297,158,359,346,377,340
2404,297,158,359,346,377,340
2405,297,158,359,346,377,340
2406,297,158,359,346,377,340
2407,297,158,359,346,377,340
2408,297,158,359,346,377,340
2409,297,158,359,346,377,340
2410,298,158,359,346,377,340
2411,298,158,359,346,377,340
2412,298,158,359,346,377,340
2413,298,158,359,346,377,340
2414,298,158,359,346,377,340
2415,298,157,359,346,377,340
2416,298,157,359,346,377,340
2417,298,157,359,346,377,340
2418,298,157,359,346,377,340
2419,298,157,359,346,377,340
2420,298,157,359,346,377,340
2421,297,157,359,346,377,340
2422,298,157,359,346,377,340
2423,297,157,359,346,377,340
2424,297,157,359,346,377,340
2425,297,157,359,346,377,340
2426,297,157,359,346,377,340
2427,297,157,359,346,377,340
2428,297,157,359,346,377,340
2429,297,157,359,346,377,340
2430,297,157,359,346,377,340
2431,297,157,359,346,377,340
2432,297,157,359,346,377,340
2433,297,157,359,346,377,340
2434,297,157,359,346,377,340
2435,297,157,359,346,377,340
2436,297,157,359,346,377,340
2437,297,156,359,346,377,340
2438,297,156,359,346,377,340
2439,297,156,359,346,377,340
2440,297,156,359,346,377,340
2441,297,156,359,346,377,340
2442,297,156,359,346,377,340
2443,297,156,359,346,377,340
2444,297,156,359,346,377,340
2445,297,156,359,346,377,340
2446,297,156,359,346,377,340
2447,297,156,359,346,377,340
2448,297,156,359,346,377,340
2449,297,156,359,346,377,340
2450,297,156,359,346,377,340
2451,297,156,359,346,377,340
2452,297,156,359,346,377,340
2453,297,156,359,346,377,340
2454,297,156,359,346,377,340
2455,297,156,359,346,377,340
2456,297,156,359,346,377,340
2457,298,156,359,346,377,340
2458,298,156,359,346,377,340
2459,298,156,359,346,377,340
2460,298,156,359,346,377,340
2461,298,155,359,346,377,340
2462,298,155,359,346,377,340
2463,298,155,359,346,377,340
2464,298,155,359,346,377,340
2465,298,155,359,346,377,340
2466,298,155,359,346,377,340
2467,298,155,359,346,377,340
2468,298,155,359,346,377,340
2469,298,155,359,346,377,340
2470,298,155,359,346,377,340
2471,298,155,359,346,377,340
2472,298,155,359,346,377,340
2473,298,155,359,346,377,340
2474,298,155,359,346,377,340
2475,298,155,359,346,377,340
2476,298,155,359,346,377,340
2477,298,155,359,346,377,340
2478,298,155,359,346,377,340
2479,298,155,359,346,377,340
2480,298,155,359,346,377,340
2481,298,155,359,346,377,340
2482,298,155,359,346,377,340
2483,298,155,359,346,377,340
2484,298,155,359,346,377,340
2485,298,155,359,346,377,340
2486,298,155,359,346,377,340
2487,298,155,359,346,377,340
2488,298,155,359,346,377,340
2489,298,155,359,346,377,340
2490,298,155,359,346,377,340
2491,298,155,359,346,377,340
2492,298,155,359,346,377,340
2493,298,155,359,346,377,340
2494,298,155,359,346,377,340
2495,298,155,359,346,377,340
2496,298,155,359,346,377,340
2497,298,155,359,346,377,340
2498,298,155,359,346,377,340
2499,298,155,359,346,377,340
2500,298,155,359,346,377,340
2501,298,155,359,346,377,340
2502,298,155,359,346,377,340
2503,299,155,359,346,377,340
2504,299,155,359,346,377,340
2505,299,155,359,346,377,340
2506,299,155,359,346,377,340
2507,299,155,359,346,377,340
2508,299,155,359,346,377,340
2509,299,155,359,346,377,340
2510,299,155,359,346,377,340
2511,299,155,359,346,377,340
2512,299,155,359,346,377,340
2513,299,155,359,346,377,340
2514,299,155,359,346,377,340
2515,299,155,359,346,377,340
2516,299,155,359,346,377,340
2517,299,155,359,346,377,340
2518,299,155,359,346,377,340
2519,299,155,359,346,377,340
2520,299,155,359,346,377,340
2521,299,155,359,346,377,340
2522,299,155,359,346,377,340
2523,299,155,359,346,377,340
2524,299,155,359,346,377,340
2525,299,155,359,346,377,340
2526,299,155,359,346,377,340
2527,299,155,359,346,377,340
2528,299,155,359,346,377,340
2529,299,155,359,346,377,340
2530,299,155,359,346,377,340
2531,299,155,359,346,377,340
2532,299,155,359,346,377,340
2533,299,155,359,346,377,340
2534,299,155,359,346,377,340
2535,299,155,359,346,377,340
2536,299,155,359,346,377,340
2537,299,155,359,346,377,340
2538,299,155,359,346,377,340
2539,300,155,359,346,377,340
2540,300,155,359,346,377,340
2541,300,155,359,346,377,340
2542,300,155,359,346,377,340
2543,300,155,359,346,377,340
2544,300,155,359,346,377,340
2545,300,155,359,346,377,340
2546,300,155,359,346,377,340
2547,300,155,359,346,377,340
2548,300,155,359,346,377,340
2549,300,155,359,346,377,340
2550,300,155,359,346,377,340
2551,300,155,359,346,377,340
2552,300,155,359,346,377,340
2553,300,155,359,346,377,340
2554,300,155,359,346,377,340
2555,300,155,359,346,377,340
2556,300,155,359,346,377,340
2557,300,155,359,346,377,340
2558,300,155,359,346,377,340
2559,300,155,359,346,377,340
2560,300,155,359,346,377,340
2561,300,155,359,346,377,340
2562,300,155,359,346,377,340
2563,300,155,359,346,377,340
2564,300,155,359,346,377,340
2565,300,155,359,346,377,340
2566,300,155,359,346,377,340
2567,300,155,359,346,377,340
2568,300,155,359,346,377,340
2569,300,155,359,346,377,340
2570,300,155,359,346,377,340
2571,300,155,359,346,377,340
2572,300,155,359,346,377,340
2573,300,155,359,346,377,340
2574,300,155,359,346,377,340
2575,300,155,359,346,377,340
2576,300,155,359,346,377,340
2577,300,155,359,346,377,340
2578,300,155,359,346,377,340
2579,300,155,359,346,377,340
2580,300,155,359,346,377,340
2581,300,155,359,346,377,340
2582,300,155,359,346,377,340
2583,300,155,359,346,377,340
2584,300,155,359,346,377,340
2585,300,155,359,346,377,340
2586,300,155,359,346,377,340
2587,300,155,359,346,377,340
2588,299,155,359,346,377,340
2589,299,155,359,346,377,340
2590,299,155,359,346,377,340
2591,299,155,359,346,377,340
2592,299,155,359,346,377,340
2593,299,155,359,346,377,340
2594,299,155,359,346,377,340
2595,299,155,359,346,377,340
2596,299,155,359,346,377,340
2597,299,155,359,346,377,340
2598,299,155,359,346,377,340
2599,299,155,359,346,377,340
2600,299,155,359,346,377,340
2601,299,155,359,346,377,340
2602,299,155,359,346,377,340
2603,299,155,359,346,377,340
2604,299,155,359,346,377,340
2605,299,155,359,346,377,340
2606,299,155,359,346,377,340
2607,299,155,359,346,377,340
2608,299,155,359,346,377,340
2609,299,155,359,346,377,340
2610,299,155,359,346,377,340
2611,299,155,359,346,377,340
2612,299,155,359,346,377,340
2613,299,155,359,346,377,340
2614,299,155,359,346,377,340
2615,299,155,359,346,377,340
2616,299,155,359,346,377,340
2617,299,155,359,346,377,340
2618,299,155,359,346,377,340
2619,299,155,359,346,377,340
2620,299,155,359,346,377,340
2621,299,155,359,346,377,340
2622,299,155,359,346,377,340
2623,299,155,359,346,377,340
2624,299,155,359,346,377,340
2625,299,155,359,346,377,340
2626,299,155,359,346,377,340
2627,299,155,359,346,377,340
2628,299,155,359,346,377,340
2629,299,155,359,346,377,340
2630,299,155,359,346,377,340
2631,299,155,359,346,377,340
2632,299,155,359,346,377,340
2633,299,155,359,346,377,340
2634,299,155,359,346,377,340
2635,299,155,359,346,377,340
2636,299,155,359,346,377,340
2637,299,155,359,346,377,340
2638,299,155,359,346,377,340
2639,299,155,359,346,377,340
2640,299,155,359,346,377,340
2641,299,155,359,346,377,340
2642,299,155,359,346,377,340
2643,299,155,359,346,377,340
2644,300,155,359,346,377,340
2645,299,155,359,346,377,340
2646,299,155,359,346,377,340
2647,299,155,359,346,377,340
2648,299,155,359,346,377,340
2649,299,155,359,346,377,340
2650,299,155,359,346,377,340
2651,299,155,359,346,377,340
2652,299,155,359,346,377,340
2653,299,155,359,346,377,340
2654,299,155,359,346,377,340
2655,299,155,359,346,377,340
2656,299,155,359,346,377,340
2657,299,155,359,346,377,340
2658,299,155,359,346,377,340
2659,299,155,359,346,377,340
2660,299,155,359,346,377,340
2661,299,155,359,346,377,340
2662,299,155,359,346,377,340
2663,299,155,359,346,377,340
2664,299,155,359,346,377,340
2665,299,155,359,346,377,340
2666,299,155,359,346,377,340
2667,299,155,359,346,377,340
2668,299,155,359,346,377,340
2669,299,155,359,346,377,340
2670,299,155,359,346,377,340
2671,299,155,359,346,377,340
2672,299,155,359,346,377,340
2673,299,155,359,346,377,340
2674,299,155,359,346,377,340
2675,299,155,359,346,377,340
2676,299,155,359,346,377,340
2677,299,155,359,346,377,340
2678,299,155,359,346,377,340
2679,299,155,359,346,377,340
2680,299,155,359,346,377,340
2681,299,155,359,346,377,340
2682,299,155,359,346,377,340
2683,299,155,359,346,377,340
2684,299,155,359,346,377,340
2685,299,155,359,346,377,340
2686,299,155,359,346,377,340
2687,299,155,359,346,377,340
2688,300,155,359,346,377,340
2689,300,155,359,346,377,340
2690,300,155,359,346,377,340
2691,300,155,359,346,377,340
2692,300,155,359,346,377,340
2693,300,155,359,346,377,340
2694,300,155,359,346,377,340
2695,300,155,359,346,377,340
2696,300,155,359,346,377,340
2697,300,155,359,346,377,340
2698,300,155,359,346,377,340
2699,300,155,359,346,377,340
2700,300,155,359,346,377,340
2701,300,155,359,346,377,340
2702,300,155,359,346,377,340
2703,300,155,359,346,377,340
2704,300,155,359,346,377,340
2705,300,155,359,346,377,340
2706,300,155,359,346,377,340
2707,300,155,359,346,377,340
2708,300,155,359,346,377,340
2709,300,155,359,346,377,340
2710,300,155,359,346,377,340
2711,300,155,359,346,377,340
2712,300,155,359,346,377,340
2713,300,155,359,346,377,340
2714,300,155,359,346,377,340
2715,300,155,359,346,377,340
2716,300,155,359,346,377,340
2717,300,155,359,346,377,340
2718,300,155,359,346,377,340
2719,300,155,359,346,377,340
2720,300,155,359,346,377,340
2721,300,155,359,346,377,340
2722,300,155,359,346,377,340
2723,300,155,359,346,377,340
2724,300,155,359,346,377,340
2725,300,155,359,346,377,340
2726,300,155,359,346,377,340
2727,300,155,359,346,377,340
2728,300,155,359,346,377,340
2729,300,155,359,346,377,340
2730,300,155,359,346,377,340
2731,300,155,359,346,377,340
2732,300,155,359,346,377,340
2733,300,155,359,346,377,340
2734,300,155,359,346,377,340
2735,300,155,359,346,377,340
2736,300,155,359,346,377,340
2737,300,155,359,346,377,340
2738,300,155,359,346,377,340
2739,300,155,359,346,377,340
2740,300,155,359,346,377,340
2741,300,155,359,346,377,340
2742,300,155,359,346,377,340
2743,300,155,359,346,377,340
2744,300,155,359,346,377,340
2745,300,155,359,346,377,340
2746,300,155,359,346,377,340
2747,300,155,359,346,377,340
2748,300,155,359,346,377,340
2749,300,155,359,346,377,340
2750,300,155,359,346,377,340
2751,300,155,359,346,377,340
2752,300,155,359,346,377,340
2753,300,155,359,346,377,340
2754,300,155,359,346,377,340
2755,300,155,359,346,377,340
2756,300,155,359,346,377,340
2757,300,155,359,346,377,340
2758,300,155,359,346,377,340
2759,300,155,359,346,377,340
2760,300,155,359,346,377,340
2761,300,155,359,346,377,340
2762,300,155,359,346,377,340
2763,300,155,359,346,377,340
2764,300,155,359,346,377,340
2765,300,155,359,346,377,340
2766,300,155,359,346,377,340
2767,300,155,359,346,377,340
2768,300,155,359,346,377,340
2769,300,155,359,346,377,340
2770,300,155,359,346,377,340
2771,300,155,359,346,377,340
2772,301,155,359,346,377,340
2773,301,155,359,346,377,340
2774,301,155,359,346,377,340
2775,301,155,359,346,377,340
2776,301,155,359,346,377,340
2777,301,155,359,346,377,340
2778,301,155,359,346,377,340
2779,301,155,359,346,377,340
2780,301,155,359,346,377,340
2781,301,155,359,346,377,340
2782,301,155,359,346,377,340
2783,301,155,359,346,377,340
2784,301,155,359,346,377,340
2785,301,155,359,346,377,340
2786,301,155,359,346,377,340
2787,301,155,359,346,377,340
2788,301,155,359,346,377,340
2789,301,155,359,346,377,340
2790,301,155,359,346,377,340
2791,301,155,359,346,377,340
2792,301,155,359,346,377,340
2793,301,155,359,346,377,340
2794,301,155,359,346,377,340
2795,301,155,359,346,377,340
2796,301,155,359,346,377,340
2797,301,155,359,346,377,340
2798,301,155,359,346,377,340
2799,301,155,359,346,377,340
2800,301,155,359,346,377,340
2801,302,155,359,346,377,340
2802,302,155,359,346,377,340
2803,302,155,359,346,377,340
2804,302,155,359,346,377,340
2805,302,155,359,346,377,340
2806,302,155,359,346,377,340
2807,302,155,359,346,377,340
2808,302,155,359,346,377,340
2809,302,155,359,346,377,340
2810,302,155,359,346,377,340
2811,302,155,359,346,377,340
2812,302,155,359,346,377,340
2813,302,155,359,346,377,340
2814,302,155,359,346,377,340
2815,302,155,359,346,377,340
2816,302,155,359,346,377,340
2817,302,155,359,346,377,340
2818,302,155,359,346,377,340
2819,302,155,359,346,377,340
2820,302,155,359,346,377,340
2821,302,155,359,346,377,340
2822,302,155,359,346,377,340
2823,302,155,359,346,377,340
2824,302,155,359,346,377,340
2825,302,155,359,346,377,340
2826,302,155,359,346,377,340
2827,301,155,359,346,377,340
2828,301,155,359,346,377,340
2829,301,155,359,346,377,340
2830,301,155,359,346,377,340
2831,301,155,359,346,377,340
2832,301,155,359,346,377,340
2833,301,155,359,346,377,340
2834,301,155,359,346,377,340
2835,301,155,359,346,377,340
2836,301,155,359,346,377,340
2837,301,155,359,346,377,340
2838,301,155,359,346,377,340
2839,302,155,359,346,377,340
2840,302,155,359,346,377,340
2841,302,155,359,346,377,340
2842,302,155,359,346,377,340
2843,302,155,359,346,377,340
2844,302,155,359,346,377,340
2845,302,155,359,346,377,340
2846,302,155,359,346,377,340
2847,302,155,359,346,377,340
2848,302,155,359,346,377,340
2849,302,155,359,346,377,340
2850,302,155,359,346,377,340
2851,301,155,359,346,377,340
